id,name,artist(s),popularity,liked,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
5DHBVNcUzDL3pIHm9qmGFJ,Don't Stop Looking For Love,['Boyzone'],15,0,0.339,0.485,4,-8.047,0,0.0301,0.606,0.0,0.108,0.139,163.062,260987,4
6ejiYo5Mt863o2QKYyRibu,Key To My Life - Radio Edit,['Boyzone'],16,0,0.415,0.604,9,-8.794,1,0.0334,0.266,0.0,0.368,0.377,176.195,225400,4
1AGYWoWugOiOwKBNbspBWk,I Love The Way You Love Me,['Boyzone'],46,0,0.451,0.479,9,-9.349,1,0.0346,0.404,0.0,0.233,0.373,167.947,227320,4
5wT9IoE4CcK7NomL2KcQ3i,No Matter What,['Boyzone'],19,0,0.699,0.454,7,-8.26,1,0.0239,0.226,1.26e-06,0.164,0.499,92.728,274347,4
61oHRtJZzGJfrCKeRFdnv6,Should Be Missing You Now,['Boyzone'],22,0,0.409,0.563,4,-9.204,1,0.0297,0.452,1.15e-05,0.158,0.241,179.961,226080,4
5cddQy2IZCN0ZL8aeI1O3L,Gave It All Away,['Boyzone'],38,0,0.576,0.59,11,-6.138,1,0.0333,0.0991,1.7e-05,0.104,0.287,75.001,267920,4
4FnE5uIocHn46VkmItxtZH,Love Is A Hurricane,['Boyzone'],30,0,0.608,0.927,11,-3.808,1,0.0574,0.0326,0.0,0.278,0.589,122.935,209453,4
3j06GNw2yfnJKfukj3PSzm,Ruby,['Boyzone'],17,0,0.505,0.91,11,-3.822,1,0.0681,0.0317,0.0,0.119,0.57,148.053,265893,4
2LxBlhAqkfx8PE8CrS30d5,Too Late For Hallelujah,['Boyzone'],15,0,0.487,0.79,1,-4.559,1,0.0445,0.0072,0.0,0.13,0.115,120.071,217213,4
28HmSI6lPRJbJvVCx1DYzR,Separate Cars,['Boyzone'],14,0,0.423,0.726,3,-5.025,1,0.0386,0.248,0.0,0.132,0.337,147.868,189227,4
7uAXFmKNsIxCagrsqUfP8z,One More Song,['Boyzone'],24,0,0.596,0.748,10,-5.674,1,0.0394,0.0396,0.0,0.116,0.35,113.07,212907,4
7sekEtV6AJOfgYIGDAP6E6,Right Here,['Boyzone'],16,0,0.372,0.701,1,-4.95,1,0.0305,0.0553,0.0,0.109,0.498,180.075,217480,4
2jkpESnrfxivO8CFOnTQOn,Nothing Without You,['Boyzone'],25,0,0.467,0.719,4,-5.811,1,0.0372,0.0528,0.0,0.107,0.17,131.137,199933,4
3zL67ZnOiqWtI586fKjTd9,'Til The Sun Goes Down,['Boyzone'],14,0,0.37,0.709,8,-5.537,0,0.0434,0.276,0.0,0.308,0.287,158.137,225280,4
7IdAaZKxfBCAPiT0TGRzxR,Time,['Boyzone'],14,0,0.462,0.781,1,-5.216,1,0.0338,0.0955,4.61e-05,0.0829,0.225,95.038,248867,4
2nUKR8JFEY7GnOysegnAAt,Let Your Wall Fall Down,['Boyzone'],12,0,0.368,0.713,5,-6.186,1,0.0453,0.0972,0.0,0.327,0.378,150.436,295893,4
0EJikPcRZnGszgslrkkdda,Stronger,['Boyzone'],15,0,0.649,0.485,5,-7.511,1,0.0307,0.631,6.17e-06,0.126,0.183,137.883,230360,4
2qkz4co53eOA4hFSPFc5mx,Love Will Save the Day,['Boyzone'],24,0,0.571,0.654,0,-6.543,1,0.0264,0.00874,0.0,0.163,0.475,101.046,192615,4
3TTNbA5PbCKDzy6LSkkuQG,Who We Are,['Boyzone'],27,0,0.385,0.838,10,-5.606,1,0.088,0.00299,0.0,0.28,0.261,171.964,190467,4
4Pe1yhWFWoGd16GNxzCVLW,Everything I Own,['Boyzone'],29,0,0.531,0.482,6,-7.682,1,0.0285,0.291,0.0,0.0979,0.159,154.08,193587,4
48uNNO771Qf0jgdYXtpEGJ,Centre of Gravity,['Boyzone'],19,0,0.515,0.413,8,-7.342,1,0.0279,0.674,0.0,0.0938,0.24,115.841,220547,4
24SYkd9LQfqbPRev5B43x6,Heaven Is,['Boyzone'],16,0,0.527,0.53,2,-7.097,1,0.0271,0.261,1.19e-06,0.106,0.198,75.049,210151,4
1jNRWS1LhwJdQVWEFJSUdN,If We Try,['Boyzone'],13,0,0.403,0.799,7,-4.286,1,0.0463,0.0539,0.0,0.243,0.63,178.954,190040,4
75z7PG2cIEAbj76AhfMzbE,Nobody Knows,['Boyzone'],32,0,0.505,0.638,5,-5.931,1,0.0325,0.351,0.0,0.439,0.438,171.804,252333,4
3qY1aqIlypWZiQjibdP6Nm,Best Night of Our Lives,['Boyzone'],15,0,0.462,0.785,7,-8.142,1,0.0634,0.0416,2.67e-06,0.263,0.274,176.065,182000,4
1CUnYQycLCzkkWpCmvGCIy,Light up the Night,['Boyzone'],17,0,0.421,0.793,0,-3.999,0,0.0281,0.17,0.0,0.231,0.446,171.878,194440,4
4mbhqzNdpz67h1D9DRsdPZ,Rise,['Boyzone'],13,0,0.47,0.785,8,-5.036,1,0.0316,0.00422,0.0,0.134,0.398,90.015,192493,4
5qnqTtJnqJ03FQTbz2GsPd,The Hour Before Christmas,['Boyzone'],10,0,0.34,0.325,5,-8.869,1,0.0384,0.713,0.0,0.121,0.242,82.756,231787,4
4RwNJIrEYuhGfku6kmrnTM,What Becomes of the Broken Hearted,['Boyzone'],30,0,0.632,0.771,4,-3.774,1,0.0299,0.209,0.0,0.172,0.759,95.991,195667,4
19khVvitGOwPStJimwtSNW,Tracks of My Tears,['Boyzone'],27,0,0.646,0.847,5,-4.076,1,0.0409,0.147,0.0,0.088,0.781,96.924,186067,4
0qr3LDvmmZLqdeLDt6HPhL,You Can't Hurry Love,['Boyzone'],31,0,0.684,0.824,11,-5.117,1,0.039,0.0639,0.0,0.0611,0.908,97.01,172120,4
0PT5pTRFM4ggvd8wa8NJzQ,This Old Heart of Mine,['Boyzone'],29,0,0.603,0.588,7,-4.622,1,0.0251,0.179,0.0,0.284,0.433,94.039,238667,4
5hAgKDQpn4d3GvLAMvL2Gd,Just My Imagination,['Boyzone'],18,0,0.419,0.479,9,-8.111,1,0.0311,0.689,1.43e-06,0.106,0.351,90.758,213960,4
5rJElttdRraYhLRoDP9Y8o,Higher and Higher,['Boyzone'],26,0,0.48,0.897,4,-5.667,1,0.0569,0.00944,0.0,0.0646,0.595,188.969,180173,4
38wjN3E2Xf13mLHKTA8xZb,I'm Doing Fine Now,['Boyzone'],18,0,0.751,0.743,11,-5.254,1,0.0297,0.0239,2.48e-06,0.212,0.553,119.972,193760,4
5Q2uewPNBMEejSY0meE9Bb,Reach Out (I'll Be There),['Boyzone'],25,0,0.66,0.845,0,-5.265,1,0.0458,0.0112,0.0,0.0848,0.494,119.489,193373,4
4YeM3QoqogJQPauUIolfto,The Tears of a Clown,['Boyzone'],16,0,0.632,0.868,1,-2.809,1,0.0435,0.0105,0.0,0.0849,0.838,127.03,185360,4
4u0LKae8gO63QOk0WPT02N,Wherever I Lay My Hat,['Boyzone'],16,0,0.428,0.318,9,-8.632,1,0.0274,0.691,1.07e-06,0.127,0.226,88.971,217413,4
1z5nAmocTZ2p9LAkpJxBTD,What Christmas Means to Me,['Boyzone'],13,0,0.53,0.929,2,-4.621,1,0.0733,0.0587,0.0,0.0954,0.847,162.108,158027,4
7k5KUE2PyIllyNzgT7rMRQ,Normal Boy,['Boyzone'],29,0,0.82,0.546,8,-5.882,1,0.0734,0.131,2.52e-05,0.0394,0.84,139.994,206720,4
5Zl0BRAjVAViLD0oxeXGjT,Because,['Boyzone'],38,0,0.706,0.854,11,-5.015,1,0.0553,0.0403,0.0,0.0936,0.678,104.016,167027,4
7omUWJ5YNeTeoW3ZjfYiTT,Love,['Boyzone'],31,0,0.513,0.72,7,-5.366,0,0.0302,0.508,0.0,0.121,0.461,95.979,194920,4
3mo0VLnPQNrfyvLPcd73z1,Talk,['Boyzone'],24,0,0.604,0.862,11,-5.411,0,0.0599,0.00114,4.66e-05,0.0937,0.834,135.977,236947,4
7ym7CnAJY5LnR1GmHYilRY,Tongue Tied (feat. Alesha Dixon),"['Boyzone', 'Alesha Dixon']",24,0,0.62,0.745,11,-4.72,1,0.423,0.167,0.0,0.303,0.499,166.071,178467,3
2ymokHupXlFXXtLTlWhEg8,Talk About Love,['Boyzone'],32,0,0.635,0.616,8,-5.858,1,0.0302,0.0273,2.36e-06,0.0457,0.216,106.001,218053,4
4ZXftOBEfDa2uvqQKR10BU,Loaded Gun,['Boyzone'],29,0,0.639,0.64,10,-6.278,1,0.025,0.0162,3.34e-06,0.104,0.233,90.012,209120,4
1NQBkQq96DblmEs90A6Dxc,You're Criminal,['Boyzone'],23,0,0.755,0.482,10,-6.198,0,0.0869,0.0452,0.0,0.195,0.722,83.998,180853,4
0slLOEE3lsNEkDkIO62o07,The Joke Is on Me,['Boyzone'],24,0,0.67,0.513,7,-6.559,0,0.0361,0.0807,0.0,0.0508,0.648,111.978,189720,4
24szBNsnszhAiqRf8EZkgJ,Symphony of Hearts,['Boyzone'],23,0,0.662,0.857,9,-5.569,1,0.0766,0.0302,0.0,0.103,0.619,128.055,218720,4
4lapyBBqa9C3EzzyottMd3,Learn to Love Again,['Boyzone'],24,0,0.435,0.626,9,-7.232,1,0.074,0.0724,0.0,0.0895,0.517,99.729,223987,4
0Qz5L5tu9b5WQpvQsnm54m,Dream (feat. Stephen Gately),"['Boyzone', 'Stephen Gately']",29,0,0.439,0.563,7,-4.903,1,0.0266,0.0175,0.0,0.24,0.379,149.893,203507,3
2U1h5MX1OvaHaBxyU7819B,742617000027,['Slipknot'],36,0,0.332,0.48,11,-12.645,1,0.0575,0.000317,0.000877,0.154,0.806,85.58,36049,4
5u2qiqQGUBy8fvXTvs9i2X,(sic),['Slipknot'],46,0,0.38,0.994,7,-4.638,1,0.124,0.000536,0.00128,0.0956,0.267,96.325,199881,4
2yYX7KbfWZrezWVW1vN3iz,Eyeless,['Slipknot'],44,0,0.293,0.997,4,-4.364,0,0.217,0.000463,3.95e-05,0.415,0.13,100.348,236360,4
15DLl1r2zi07Ssq5RT1yT0,Wait and Bleed,['Slipknot'],55,0,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,147840,4
7ilvmUhG4jmCuJV4ZvjkKT,Surfacing,['Slipknot'],44,0,0.443,0.993,11,-4.517,0,0.101,0.000456,0.0437,0.307,0.276,106.875,218093,4
2yTnWN1R5j6grXC8YLf5mc,Spit It Out,['Slipknot'],50,0,0.331,0.946,7,-4.599,1,0.0775,0.0309,5.62e-06,0.254,0.534,139.965,159773,4
0IRhnnggBPZ1WMVWUgRrfj,Tattered & Torn,['Slipknot'],37,0,0.223,0.989,7,-3.952,1,0.383,0.000122,0.759,0.552,0.051,86.323,173867,4
5gs3OJVv8wly05nf44iHiZ,Me Inside,['Slipknot'],37,0,0.315,0.989,1,-4.507,1,0.184,0.000389,7.41e-06,0.193,0.145,125.315,159427,4
4Z6e88z4yPI3oYBAUicQ1b,Liberate,['Slipknot'],39,0,0.334,0.99,1,-3.961,1,0.187,0.000779,0.0,0.0744,0.395,145.162,184307,4
3vcVDD95fKJkBwlwJ0pNnQ,Prosthetics,['Slipknot'],37,0,0.268,0.991,6,-5.251,1,0.12,0.000509,0.0964,0.916,0.211,146.231,298333,4
4hHU7KlmOi8rIhpPB6fTg4,No Life,['Slipknot'],38,0,0.28,0.983,7,-4.574,1,0.142,0.000233,5.96e-05,0.305,0.5,153.677,167373,4
2Xo649jOUtsXN2Ohm2rfCR,Diluted,['Slipknot'],37,0,0.298,0.986,1,-4.125,1,0.182,0.0125,1.22e-05,0.0782,0.411,158.636,203027,4
59B7t5o9hGiojwPXalQSuk,Only One,['Slipknot'],36,0,0.302,0.976,6,-4.591,1,0.147,0.00383,2.3e-06,0.583,0.681,168.946,144507,4
1ajlGCAEiQMaHyQ5Mb1tJy,Scissors,['Slipknot'],35,0,0.263,0.978,11,-6.669,0,0.455,0.00189,0.0403,0.894,0.0769,90.803,503428,4
34ejQh9cEtfTO4XVm9tDmq,Eeyore,['Slipknot'],36,0,0.33,0.997,7,-5.173,1,0.283,0.000502,0.00272,0.462,0.0595,119.693,167821,4
5IcKIrmgAhaevCJ8dGQ4jE,(515),['Slipknot'],40,0,0.312,0.529,0,-12.228,1,0.0556,2.76e-05,0.811,0.227,0.0819,113.048,59893,3
0Y2i84QWPFiFHQfEQDgHya,People = Shit,['Slipknot'],61,0,0.462,0.996,11,-2.973,0,0.231,5.8e-05,0.00377,0.139,0.145,122.072,215600,4
47VSmPTydr0saGjbQGwCeg,Disasterpiece,['Slipknot'],56,0,0.395,0.988,11,-4.063,0,0.246,0.000128,0.000244,0.134,0.189,107.684,308307,4
74WIE2htPZwxx4HgGhpf8i,My Plague,['Slipknot'],56,0,0.279,0.993,11,-2.67,0,0.209,0.000278,0.000394,0.197,0.107,88.553,220293,4
11SQnfm9cxgIjRREQWgbsP,Everything Ends,['Slipknot'],54,0,0.467,0.992,11,-3.218,0,0.175,7.8e-05,0.00175,0.41,0.317,115.209,254107,4
3OYZWMm5m2DEwq2Tc1ukTh,The Heretic Anthem,['Slipknot'],58,0,0.451,0.993,1,-4.143,1,0.185,0.000562,0.00479,0.152,0.14,100.827,254000,4
00WbLoO3bSlUdAy8al106S,Gently,['Slipknot'],43,0,0.295,0.961,2,-4.605,1,0.0997,2.4e-05,0.67,0.203,0.196,136.882,294000,4
4l3Vmsw0KO8HJqFtnbqaqu,Left Behind,['Slipknot'],59,0,0.229,0.994,6,-3.431,1,0.22,7.03e-05,0.00548,0.318,0.115,156.623,241467,4
7oq2elG5ZmLVOkyoETo12d,The Shape,['Slipknot'],43,0,0.363,0.993,7,-3.316,1,0.193,0.000105,0.000473,0.139,0.213,109.222,217667,4
1hrDDgkVbbS5bySL8uHLh3,I Am Hated,['Slipknot'],44,0,0.435,0.986,7,-3.458,1,0.182,8.34e-05,0.000924,0.572,0.434,125.822,157827,4
3S4oKUWMTeLNthKP2BX8eF,Skin Ticket,['Slipknot'],42,0,0.298,0.963,11,-4.239,0,0.223,3.17e-05,0.251,0.0472,0.199,146.824,401200,4
2xFZNy2zdXgMCjjLnIRm96,New Abortion,['Slipknot'],41,0,0.327,0.994,11,-4.023,0,0.252,7.55e-05,0.00848,0.434,0.16,111.737,216600,4
5i2MXxinpfJCj1ynihiNnt,Metabolic,['Slipknot'],42,0,0.318,0.991,1,-2.965,1,0.165,0.000156,0.00132,0.128,0.261,97.719,239467,4
1Z2hqYB4SEwUAH2LP7eprO,Iowa,['Slipknot'],40,0,0.315,0.665,6,-7.324,1,0.0393,0.000371,0.764,0.314,0.335,173.908,905333,4
09BtumkU2nu4VJZTwCIH39,My Plague - New Abuse Mix,['Slipknot'],36,0,0.361,0.993,4,-3.034,0,0.184,0.00164,0.0,0.29,0.238,87.234,182933,4
017pTb3lEu8w5xlmPewcaY,-515 - Live in London 2002,['Slipknot'],31,0,0.222,0.786,8,-8.443,0,0.0757,2.11e-05,0.908,0.133,0.0398,110.385,244827,1
4Bq8GhS2Yz8fWaks6AvzTO,People = Shit - Live in London 2002,['Slipknot'],37,0,0.301,0.998,7,-3.095,1,0.214,0.000108,0.000478,0.596,0.0728,122.486,216413,4
5NKI8bo875m5AwFaJR8tFL,Liberate - Live in London 2002,['Slipknot'],35,0,0.204,0.994,6,-4.393,1,0.251,5.7e-05,1.01e-06,0.971,0.0995,76.004,217973,4
3ejdYVenTaYHRK3valtPW4,Left Behind - Live in London 2002,['Slipknot'],34,0,0.167,0.998,6,-3.52,1,0.234,1.83e-05,1.53e-06,0.59,0.0371,166.404,218973,4
4LUxH0tF9bG5iQEsZALoJv,Eeyore - Live in London 2002,['Slipknot'],33,0,0.27,0.997,6,-4.328,1,0.359,7.26e-05,2.48e-06,0.889,0.0369,112.161,158427,4
73uvgdJ9NNvrNE2OyzVQCu,Disasterpiece - Live in London 2002,['Slipknot'],35,0,0.291,0.995,6,-4.115,1,0.201,5.26e-05,2.24e-05,0.626,0.0755,107.602,322747,4
6oBm2EGi7P3kT4hs7xZspf,Purity - Live in London 2002,['Slipknot'],33,0,0.314,0.961,11,-5.239,1,0.182,0.000346,0.0283,0.779,0.125,91.047,326707,4
0EINBbR8TRYn8HLTZwJnDv,Gently - Live in London 2002,['Slipknot'],32,0,0.217,0.986,2,-5.256,1,0.352,7.21e-05,0.00896,0.895,0.038,102.628,275987,4
0XLErFqjGpQCE5TOZ68bGb,Eyeless - Live in London 2002,['Slipknot'],34,0,0.263,0.992,4,-5.259,0,0.373,0.000184,0.000187,0.223,0.0398,104.505,297573,4
4FWYvSwYFAPH9H8AemlR1c,Drum Solo - Live in London 2002,['Slipknot'],31,0,0.495,0.922,1,-8.209,1,0.18,0.000484,0.179,0.555,0.13,121.549,239000,3
4KVlSjGOkJG37qF2B6i58Q,My Plague - Live in London 2002,['Slipknot'],32,0,0.313,0.991,4,-4.438,0,0.192,5.54e-05,0.000106,0.715,0.172,93.628,227040,4
7JlwZ5qklRjVBaxf0Xr5b2,New Abortion - Live in London 2002,['Slipknot'],31,0,0.315,0.996,2,-4.878,1,0.221,0.00014,7.7e-05,0.883,0.0693,119.431,262933,4
0fyMyhTOK5iXZ9p1zbqyL7,The Heretic Anthem - Live in London 2002,['Slipknot'],34,0,0.343,0.988,11,-5.294,0,0.295,0.000564,1.18e-06,0.726,0.0526,106.863,299187,4
7AW1PmQsyi5QE8Qs1oRoJR,"Spit It Out - Live in London, 2002",['Slipknot'],34,0,0.306,0.97,6,-5.149,1,0.285,0.00098,0.0,0.974,0.368,138.499,464320,1
12gq4txZaRbRGdEqxDPOp3,"Wait and Bleed - Live in London, 2002",['Slipknot'],34,0,0.195,0.988,4,-5.662,0,0.505,0.00039,0.0,0.828,0.0472,91.497,207573,4
0cOaky492ZzfobCc1quo6j,7.42617E+11 - Live in London 2002,['Slipknot'],29,0,0.0956,0.566,1,-9.745,0,0.0422,7.6e-06,0.64,0.107,0.0388,186.536,104547,3
7b0WsTNCMuROxP8HuDwiFX,(sic) - Live In London 2002,['Slipknot'],33,0,0.259,0.994,6,-3.463,1,0.286,7.99e-05,0.00251,0.73,0.0382,101.062,261960,4
2FsXUCmJylyrkxmxLLQLC5,Surfacing - Live in London 2002,['Slipknot'],33,0,0.282,0.992,4,-3.922,0,0.166,3.93e-05,0.0153,0.375,0.0394,105.919,334360,4
4DwUKMDj7MgUMTuyA8ef0n,(515),['Slipknot'],36,0,0.312,0.529,0,-12.228,1,0.0556,2.76e-05,0.811,0.227,0.0819,113.048,59893,3
3nSK1M29hY2Jg2CjsJe98h,People = Shit,['Slipknot'],47,0,0.462,0.996,11,-2.973,0,0.231,5.8e-05,0.00377,0.139,0.145,122.072,215600,4
0KtLQRXqcP9qFgxpk4vuiB,Disasterpiece,['Slipknot'],44,0,0.395,0.988,11,-4.063,0,0.246,0.000128,0.000244,0.134,0.189,107.684,308307,4
4vy4R3a1FfrbG03YacLoER,My Plague,['Slipknot'],44,0,0.279,0.993,11,-2.67,0,0.209,0.000278,0.000394,0.197,0.107,88.553,220293,4
5LRtNztgKF6q7GGTFXuPj2,Everything Ends,['Slipknot'],41,0,0.467,0.992,11,-3.218,0,0.175,7.8e-05,0.00175,0.41,0.317,115.209,254107,4
1j3sGUX5GOviHgrJeRqzXu,The Heretic Anthem,['Slipknot'],44,0,0.451,0.993,1,-4.143,1,0.185,0.000562,0.00479,0.152,0.14,100.827,254000,4
2VZE8io5jR6jb3dv1Ti0yV,Gently,['Slipknot'],38,0,0.295,0.961,2,-4.605,1,0.0997,2.4e-05,0.67,0.203,0.196,136.882,294000,4
00gZKlWAXM256BvCaUV0qv,Left Behind,['Slipknot'],44,0,0.229,0.994,6,-3.431,1,0.22,7.03e-05,0.00548,0.318,0.115,156.623,241467,4
7ATMHUvcP3iFQ5GwuZYSAP,The Shape,['Slipknot'],39,0,0.363,0.993,7,-3.316,1,0.193,0.000105,0.000473,0.139,0.213,109.222,217667,4
6KZvgVnO8tKqZAxfnkO1Xb,I Am Hated,['Slipknot'],39,0,0.435,0.986,7,-3.458,1,0.182,8.34e-05,0.000924,0.572,0.434,125.822,157827,4
1auYsGiFsfFVKhvEgK1LRf,Skin Ticket,['Slipknot'],37,0,0.298,0.963,11,-4.239,0,0.223,3.17e-05,0.251,0.0472,0.199,146.824,401200,4
59eJXczMhBQLgHfUnOXblm,New Abortion,['Slipknot'],37,0,0.327,0.994,11,-4.023,0,0.252,7.55e-05,0.00848,0.434,0.16,111.737,216600,4
0icVOnDCunkXXDQEpgLMwh,Metabolic,['Slipknot'],37,0,0.318,0.991,1,-2.965,1,0.165,0.000156,0.00132,0.128,0.261,97.719,239467,4
1VQCAHBRlX2gBHTjopYQlS,Iowa,['Slipknot'],36,0,0.315,0.665,6,-7.324,1,0.0393,0.000371,0.764,0.314,0.335,173.908,905333,4
6M3Qat8CTPMnagoVSSOXvI,Prelude 3.0,['Slipknot'],44,0,0.279,0.717,2,-5.321,1,0.0468,0.000317,0.167,0.224,0.21,133.582,237293,3
3q7GKmKaiktt57PVIxKOm8,The Blister Exists,['Slipknot'],56,0,0.392,0.993,6,-2.535,1,0.134,0.000568,0.0067,0.272,0.351,95.298,319427,4
61KpjCXatXtHSv7z9hsv7B,Three Nil,['Slipknot'],47,0,0.311,0.993,7,-2.484,1,0.2,0.000232,9.78e-06,0.2,0.105,114.273,288320,4
61mWefnWQOLf90gepjOCb3,Duality,['Slipknot'],73,0,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,4
3wWBjqx2dJlJRVJdnPzXsr,Opium of the People,['Slipknot'],48,0,0.352,0.995,11,-1.667,1,0.181,0.00761,2.6e-05,0.511,0.138,134.262,192587,4
6do7nVH4UOuZlKcA2ZBHbh,Circle,['Slipknot'],49,0,0.353,0.76,4,-5.105,0,0.0344,0.165,0.0245,0.369,0.273,119.52,262987,4
2PrUECwPIU40LSiS7vNqbz,Welcome,['Slipknot'],44,0,0.339,0.985,6,-2.217,0,0.161,0.00463,0.0,0.232,0.395,98.975,195413,4
0fX9KPa0i9RGDI59gI90i9,Vermilion,['Slipknot'],58,0,0.219,0.989,11,-2.962,0,0.16,0.00421,0.0156,0.375,0.149,168.069,316667,3
0at89DgpVeImkVrQ0htbVm,Pulse of the Maggots,['Slipknot'],56,0,0.218,0.994,7,-2.222,1,0.291,0.00301,3.4e-06,0.228,0.112,87.469,259733,4
6wqJeItl3Vc3az4ZicSQAB,Before I Forget,['Slipknot'],71,0,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,278600,4
0O7lENhqOySbsL743G7PqD,"Vermilion, Pt. 2",['Slipknot'],63,0,0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,0.0904,122.688,224320,3
6GCusUym0CAdFS2g1qG79Y,The Nameless,['Slipknot'],55,0,0.338,0.983,7,-2.429,1,0.18,0.0155,0.000743,0.502,0.22,105.938,268040,4
23rh8RLJIZ6UTjWc5ta8zh,The Virus of Life,['Slipknot'],43,0,0.563,0.983,6,-4.797,0,0.127,0.000219,0.604,0.944,0.22,127.584,325427,4
6zZl4RKS9pRRlQHIk4CG7A,Danger - Keep Away,['Slipknot'],44,0,0.195,0.342,7,-8.047,1,0.0282,0.95,0.00754,0.191,0.0424,69.081,193907,4
0mMeNL8Q6GMi8YHItNIFAr,Don't Get Close,['Slipknot'],42,0,0.325,0.986,7,-2.757,1,0.225,0.000655,4.33e-06,0.0224,0.142,135.637,227800,4
1MxB3Qw6wz8IZYSmIPyH6I,Scream,['Slipknot'],44,0,0.323,0.982,2,-3.239,1,0.147,0.00269,2.41e-06,0.301,0.321,124.711,271987,4
2P3InepiBsZzL9riFWgqql,Vermilion - Alternate Mix; US Edit full length,['Slipknot'],41,0,0.227,0.962,11,-5.1,0,0.109,1.39e-05,0.0283,0.281,0.532,168.411,325667,3
4kfAd4MNa0GRYVUxjQ98Ll,Danger Keep Away - Full-Length Version,['Slipknot'],38,0,0.412,0.81,7,-6.829,1,0.108,0.46,7.24e-05,0.342,0.204,139.271,475920,1
3NTztXizm4z0np6dapD3WR,The Blister Exists - Live,['Slipknot'],37,0,0.331,0.996,11,-3.222,1,0.144,0.000219,0.000382,0.408,0.188,106.087,321347,4
6C78QyE1V0idsM6zzfjVml,Three Nil - Live,['Slipknot'],36,0,0.319,0.989,7,-3.378,1,0.179,0.000252,0.0,0.65,0.123,109.577,297547,4
0C8Mr7G9cSubSmCCILELM6,Disasterpiece - Live in London,['Slipknot'],37,0,0.282,0.995,7,-3.485,1,0.205,0.0001,1.27e-05,0.573,0.0842,107.123,325973,4
0qZfT9TjlX2fQeJiFUZIYy,People = Shit - Live,['Slipknot'],38,0,0.196,0.996,1,-3.515,1,0.233,4.52e-06,0.705,0.977,0.0747,122.232,234053,4
6aAB0piUg6mZ5sJuXaV9ps,Prelude 3.0,['Slipknot'],34,0,0.279,0.717,2,-5.321,1,0.0468,0.000317,0.167,0.224,0.21,133.582,237293,3
6yIAW3Xg7YKeOtpYByXON3,The Blister Exists,['Slipknot'],40,0,0.392,0.993,6,-2.535,1,0.134,0.000568,0.0067,0.272,0.351,95.298,319427,4
6RENi8eLsuNgYo7qKojFAK,Three Nil,['Slipknot'],36,0,0.311,0.993,7,-2.484,1,0.2,0.000232,9.78e-06,0.2,0.105,114.273,288320,4
4cpOvpvvx1upv0HDyZKVQJ,Duality,['Slipknot'],47,0,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,4
3XgijFimqlPtzTMk1oweqw,Opium of the People,['Slipknot'],37,0,0.352,0.995,11,-1.667,1,0.181,0.00761,2.6e-05,0.511,0.138,134.262,192587,4
2PyELqvHOwrwR7HJ3rfXKu,Circle,['Slipknot'],36,0,0.353,0.76,4,-5.105,0,0.0344,0.165,0.0245,0.369,0.273,119.52,262987,4
5R2UfjZ1bPrb8TB7L7diVC,Welcome,['Slipknot'],34,0,0.339,0.985,6,-2.217,0,0.161,0.00463,0.0,0.232,0.395,98.975,195413,4
6mr9Gi51jfxfVmdIdItGJx,Vermilion,['Slipknot'],41,0,0.219,0.989,11,-2.962,0,0.16,0.00421,0.0156,0.375,0.149,168.069,316667,3
3WpNoHzGx7hUEc0BbXPWvJ,Pulse of the Maggots,['Slipknot'],40,0,0.218,0.994,7,-2.222,1,0.291,0.00301,3.4e-06,0.228,0.112,87.469,259733,4
7bFs4yVuMdy28Ts7vLI2Zt,Before I Forget,['Slipknot'],42,0,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,278600,4
3ZuoESoKP9JUXGF0c90N8u,"Vermilion, Pt. 2",['Slipknot'],40,0,0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,0.0904,122.688,224320,3
3AdOyHpDWPX5wtTgyQ2u9J,The Nameless,['Slipknot'],37,0,0.338,0.983,7,-2.429,1,0.18,0.0155,0.000743,0.502,0.22,105.938,268040,4
3mnqa8wdl1VGKwv4BA1FBZ,The Virus of Life,['Slipknot'],33,0,0.563,0.983,6,-4.797,0,0.127,0.000219,0.604,0.944,0.22,127.584,325427,4
3muqbu7Pc3iwtafZc6Oymw,Danger - Keep Away,['Slipknot'],35,0,0.195,0.342,7,-8.047,1,0.0282,0.95,0.00754,0.191,0.0424,69.081,193907,4
70rzUW95hF0MCZIicHNNRg,The Blister Exists - Live Version,['Slipknot'],34,0,0.363,0.996,1,-3.386,0,0.328,3.45e-05,0.000764,0.387,0.064,100.579,384253,4
6ESb4sKOAjpCmaFz6KfzgZ,(sic) - Live Version,['Slipknot'],33,0,0.291,0.998,1,-3.022,0,0.263,9.35e-05,0.00173,0.349,0.0668,98.733,232760,4
